vendor_id,shipto_id,charge_account_id
32846,517,30446.9999.99999.210006.99999.999999
28036,516,30492.9999.99999.143040.99999.999999
37243,526,10228.9999.99999.141000.99999.999999
28102,516,30492.4570.99999.432120.99999.999999
63528,517,30452.9999.99999.210006.99999.999999
3940,526,10180.6120.50400.483900.99999.999999
30437,526,10182.9999.99999.331261.99999.999999
1998,526,10006.5040.99999.451302.99999.999999
5723,516,10146.6110.99999.431800.99999.999999
2148,508,10226.6110.99999.440400.99999.999999
34161,514,10180.6110.99999.491200.99999.999999
15082,526,10146.9999.99999.141000.99999.999999
29454,514,30432.6110.99999.484200.99999.999999
29771,512,30453.9999.99999.210006.99999.999999
30172,514,30437.6110.99999.491200.99999.999999
5499,514,30491.9999.99999.143008.99999.999999
27883,516,20495.4570.99999.451700.99999.999999
28840,514,30450.9999.99999.210006.99999.999999
25441,514,10198.9999.99999.141000.99999.999999
29771,514,30445.9999.99999.210006.99999.999999
5143,526,10189.9999.99999.141000.99999.999999
29454,514,30431.6110.99999.484200.99999.999999
18254,514,30430.9999.99999.210305.99999.999999
29919,509,30490.4490.99999.451252.99999.999999
4032,514,10174.9999.99999.141000.99999.999999
27353,526,10129.9999.99999.141000.99999.999999
45072,514,30448.9999.99999.210006.99999.999999
38533,515,10160.9999.99999.141000.99999.999999
5562,514,30491.4570.99999.451700.99999.999999
2798,518,10176.6110.99999.432000.99999.999999
27353,509,10178.9999.99999.141000.99999.999999
2082,526,10166.9999.99999.141000.99999.999999
4262,509,10410.9999.99999.141000.99999.999999
56532,514,30443.9999.99999.210006.99999.999999
33350,507,10197.6110.99999.451211.99999.999999
29454,514,30437.6110.99999.435300.99999.999999
11267,514,10001.6620.63300.483900.99999.999999
33350,526,10249.6110.99999.432700.99999.999999
28010,516,30031.9999.99999.211122.99999.999999
23629,507,10015.4600.99999.432200.99999.999999
45072,514,30447.9999.99999.210006.99999.999999
11267,514,10003.4620.99999.432400.99999.999999
2082,526,10188.9999.99999.141000.99999.999999
41593,526,10264.6120.28200.484200.99999.999999
38408,526,10015.9999.99999.143015.99999.999999
31232,514,30491.4570.99999.451100.99999.999999
3533,526,10143.9999.99999.141000.99999.999999
28153,516,30492.4570.99999.451100.99999.999999
33350,516,10410.6110.99999.451211.99999.999999
27894,516,30492.4340.99999.432100.99999.999999
23820,507,10146.6110.99999.440100.99999.999999
304583,506,30031.6050.99999.482100.99999.999999
2231,514,10189.9999.99999.331261.99999.999999
22329,516,30441.9999.99999.210006.99999.999999
14710,526,10161.9999.99999.331261.99999.999999
5143,526,10147.9999.99999.331261.99999.999999
4615,508,10015.9999.99999.143013.99999.999999
2082,526,10015.9999.99999.331250.99999.999999
2082,526,10185.9999.99999.331261.99999.999999
23006,514,10171.6110.99999.431800.99999.999999
4314,516,10014.4570.99999.440100.99999.999999
22593,526,10015.4600.99999.432200.99999.999999
5250,518,10151.9999.99999.141000.99999.999999
34705,526,10258.6110.99999.432000.99999.999999
1105,526,10001.7030.99999.460100.99999.999999
3139,526,10154.9999.99999.321290.99999.999999
38533,510,10137.9999.99999.141000.99999.999999
1003,514,30491.4570.99999.432300.99999.999999
3306,514,10256.9999.99999.141000.99999.999999
28257,509,30430.6150.39500.431100.99999.999999
959,514,10015.9999.99999.143003.99999.999999
27353,509,10179.9999.99999.141000.99999.999999
32152,514,30454.9999.99999.210006.99999.999999
2893,514,30491.9999.99999.143008.99999.999999
29771,509,30443.9999.99999.210006.99999.999999
28081,514,30437.6110.99999.451200.99999.999999
771,517,10174.9999.99999.141000.99999.999999
6810,526,10262.9999.99999.336102.99999.999999
1818,2,10014.4520.99999.430100.99999.999999
62672,507,10260.6110.99999.491500.99999.999999
771,517,10164.9999.99999.141000.99999.999999
28656,514,30491.9999.99999.143008.99999.999999
17392,514,30430.6060.99999.483900.99999.999999
6993,514,10141.6110.99999.440200.99999.999999
3312,508,10101.9999.99999.210303.99999.999999
28751,514,30490.9999.99999.143039.99999.999999
250,517,10156.6110.99999.432200.99999.999999
34415,514,10139.6110.99999.440100.99999.999999
3251,506,10142.6110.99999.440100.99999.999999
362,514,30490.4490.99999.451229.99999.999999
3616,511,10188.6110.99999.440200.99999.999999
24277,526,10050.4760.99999.440400.99999.999999
4358,508,10151.6110.99999.440200.99999.999999
31446,507,30452.9999.99999.210006.99999.999999
4118,526,10005.9999.99999.143002.99999.999999
53012,506,30452.9999.99999.210006.99999.999999
15082,507,10407.9999.99999.141000.99999.999999
27900,517,30492.5030.99999.491800.99999.999999
5721,526,10157.6110.99999.431800.99999.999999
58931,508,10142.6110.99999.440300.99999.999999
21462,526,10247.6110.99999.440300.99999.999999
30188,514,30490.4600.99999.432800.99999.999999
28102,516,30492.4450.99999.432100.99999.999999
3940,526,10253.6120.85600.483900.99999.999999
506,514,10145.6110.99999.440400.99999.999999
30501,506,30436.9999.99999.210006.99999.999999
25655,508,10156.9999.99999.331261.99999.999999
462625,509,10131.6110.99999.451200.99999.999999
47869,509,30433.9999.99999.210006.99999.999999
40504,526,10015.4760.99999.440400.99999.999999
5632,506,10410.6110.99999.440400.99999.999999
28008,516,30492.4340.99999.451200.99999.999999
39931,506,10015.9999.99999.143008.99999.999999
17933,526,10101.6110.99999.433100.99999.999999
63528,512,30440.9999.99999.210006.99999.999999
47795,508,30450.6110.99999.430900.99999.999999
10321,526,10251.9999.99999.141000.99999.999999
11267,514,10131.6120.32700.483900.99999.999999
3533,514,10168.9999.99999.331261.99999.999999
29454,514,30454.6110.99999.484200.99999.999999
28883,514,30447.9999.99999.210006.99999.999999
26821,526,10168.9999.99999.331261.99999.999999
5143,526,10179.9999.99999.331261.99999.999999
5143,526,10244.9999.99999.331261.99999.999999
3686,514,30433.9999.99999.210006.99999.999999
22329,517,30446.9999.99999.210006.99999.999999
4032,526,10129.9999.99999.141000.99999.999999
11491,514,10012.4570.99999.432100.99999.999999
30242,516,30492.4450.99999.451200.99999.999999
18916,526,10173.6110.99999.451210.99999.999999
24301,508,10194.6110.99999.451000.99999.999999
43948,526,20030.6210.R0600.435900.99999.999999
42436,526,10012.9999.99999.331250.99999.999999
39786,514,30433.9999.99999.210006.99999.999999
629,516,10012.9999.99999.331007.99999.999999
53012,507,30455.9999.99999.210006.99999.999999
59839,507,30455.9999.99999.210006.99999.999999
506,517,10150.6110.99999.440400.99999.999999
27994,514,30491.4570.99999.451200.99999.999999
27852,514,30491.9999.99999.331250.99999.999999
6371,514,10170.6110.99999.432000.99999.999999
5891,514,10186.6110.99999.432120.99999.999999
10139,516,10185.9999.99999.331001.99999.999999
5613,517,10407.9999.99999.141000.99999.999999
1009,4,10131.9999.99999.141000.99999.999999
362,514,30490.4490.99999.451228.99999.999999
19657,507,10012.9999.99999.143008.99999.999999
27930,506,30455.6110.99999.432400.99999.999999
6371,526,10158.6110.99999.432000.99999.999999
38208,514,30448.6110.99999.451302.99999.999999
53012,506,30455.9999.99999.210006.99999.999999
30437,526,10123.9999.99999.141000.99999.999999
30939,506,30452.9999.99999.210006.99999.999999
28766,514,30490.4490.99999.451226.99999.999999
49128,507,30434.9999.99999.331261.99999.999999
4011,509,10255.9999.99999.141000.99999.999999
205,526,10006.5040.99999.451302.99999.999999
29454,514,30446.6110.99999.484200.99999.999999
2584,509,10169.9999.99999.141000.99999.999999
604585,526,10001.7210.99999.432301.99999.999999
201579,517,10154.9999.99999.141000.99999.999999
33350,515,10142.6110.99999.451211.99999.999999
28195,516,30441.9999.99999.210006.99999.999999
39782,516,10014.9999.99999.143004.99999.999999
54910,526,10189.9999.99999.141000.99999.999999
31997,506,30432.9999.99999.210006.99999.999999
6371,517,10134.6110.99999.432000.99999.999999
491581,3,10004.9999.99999.143002.99999.999999
27948,516,30492.4570.99999.451200.99999.999999
6043,516,30441.9999.99999.210006.99999.999999
23629,514,30491.9999.99999.143008.99999.999999
2259,517,10015.4520.99999.451200.99999.999999
31212,506,30454.9999.99999.210006.99999.999999
35359,515,30431.9999.99999.210006.99999.999999
3357,526,20030.6210.G2000.435400.99999.999999
49415,526,10143.6120.24400.483900.99999.999999
192588,515,10001.9999.99999.141000.99999.999999
30241,514,30452.6120.34802.484200.99999.999999
27963,516,30492.4570.99999.431800.99999.999999
40947,526,10050.4760.99999.440100.99999.999999
474590,507,30441.9999.99999.210006.99999.999999
56532,516,30431.9999.99999.210006.99999.999999
5510,2,10014.9999.99999.331250.99999.999999
730582,514,30441.9999.99999.210006.99999.999999
23553,509,10144.6110.99999.431800.99999.999999
558583,514,30490.4570.99999.432100.99999.999999
541,526,10001.7050.99999.460100.99999.999999
28022,514,30490.4570.99999.432100.99999.999999
839584,526,10005.4570.99999.410300.99999.999999
3533,526,10156.9999.99999.331261.99999.999999
250,517,10137.6110.99999.432000.99999.999999
29270,514,30433.6110.99999.484200.99999.999999
29771,509,30431.9999.99999.210006.99999.999999
362,510,30490.4490.99999.451233.99999.999999
45509,516,30441.9999.99999.210006.99999.999999
28840,514,30443.9999.99999.331261.99999.999999
666,509,10167.6110.99999.451100.99999.999999
5143,3,10174.9999.99999.141000.99999.999999
6371,526,10001.7030.99999.432000.99999.999999
37849,526,10252.6110.99999.431800.99999.999999
27909,514,30440.9999.99999.210006.99999.999999
1612,526,10005.9999.99999.182000.99999.999999
102,516,10015.9999.99999.143001.99999.999999
27353,526,10147.9999.99999.331261.99999.999999
30082,516,30490.4490.99999.451215.99999.999999
29454,514,30492.4570.99999.421000.99999.999999
29664,514,30490.4570.99999.432120.99999.999999
3533,526,10264.9999.99999.331261.99999.999999
14916,526,10235.6110.99999.410300.99999.999999
30805,512,30453.6110.99999.432400.99999.999999
3967,509,10153.6110.99999.451100.99999.999999
359587,506,30436.9999.99999.210006.99999.999999
506,526,10161.6110.99999.440400.99999.999999
3139,526,10189.9999.99999.331261.99999.999999
3405,510,10228.9999.99999.141000.99999.999999
28836,514,30437.6110.99999.432000.99999.999999
28840,508,30440.9999.99999.210006.99999.999999
66540,526,30491.4440.99999.490800.99999.999999
25196,526,10005.9999.99999.143008.99999.999999
5626,514,30491.9999.99999.331250.99999.999999
19657,526,10005.9999.99999.143002.99999.999999
11267,514,10154.6120.37300.483900.99999.999999
3822,506,20495.4340.99999.477200.99999.999999
3357,516,10001.6050.99999.482100.99999.999999
847583,508,30450.9999.99999.210006.99999.999999
50138,514,30492.5030.99999.491620.99999.999999
11155,514,10227.6110.99999.440200.99999.999999
31232,514,30490.4540.99999.432100.99999.999999
23935,509,10182.6110.99999.491200.99999.999999
4262,514,10178.9999.99999.141000.99999.999999
46908,514,30491.4570.99999.420400.99999.999999
28049,514,30031.9999.99999.211140.99999.999999
29942,508,30450.9999.99999.210006.99999.999999
53411,526,10239.6110.99999.440200.99999.999999
23528,526,10001.8240.99999.437400.99999.999999
48450,508,10235.9999.99999.141000.99999.999999
33350,526,10171.6110.99999.451303.99999.999999
7043,508,10254.6110.99999.440100.99999.999999
2082,1,10015.9999.99999.331250.99999.999999
33350,3,10253.6110.99999.451211.99999.999999
64789,517,10180.6110.99999.432000.99999.999999
5143,526,10148.9999.99999.331261.99999.999999
3306,514,10157.9999.99999.141000.99999.999999
28836,516,30440.6110.99999.432000.99999.999999
9486,514,10164.6120.24100.484200.99999.999999
31985,517,10224.9999.99999.331261.99999.999999
28010,526,30442.9999.99999.331001.99999.999999
29454,508,30450.6110.99999.484200.99999.999999
3357,516,10001.6210.P4100.435900.99999.999999
15082,526,10129.9999.99999.141000.99999.999999
27913,514,30439.6110.99999.440400.99999.999999
30939,516,30431.9999.99999.210006.99999.999999
50517,526,10150.9999.99999.331261.99999.999999
5143,3,10139.9999.99999.141000.99999.999999
4032,517,10150.9999.99999.141000.99999.999999
391,526,10011.4570.99999.430200.99999.999999
15082,3,10406.9999.99999.141000.99999.999999
476590,507,10011.9999.99999.143013.99999.999999
249579,526,10262.6110.99999.440100.99999.999999
4122,5,10012.9999.99999.143005.99999.999999
3533,514,10171.9999.99999.331261.99999.999999
3139,526,10260.9999.99999.141000.99999.999999
3139,526,10241.9999.99999.331261.99999.999999
5891,526,10015.4570.99999.432100.99999.999999
30993,516,30492.4570.99999.451100.99999.999999
17237,516,10180.6120.50400.483900.99999.999999
1826,507,10228.9999.99999.331261.99999.999999
3357,4,10001.6210.P2300.435800.99999.999999
627,526,10236.9999.99999.141000.99999.999999
55421,514,30490.9999.99999.331250.99999.999999
3543,508,10139.6120.50000.483900.99999.999999
26071,526,10005.4570.99999.432700.99999.999999
2121,4,10006.5040.99999.451302.99999.999999
3612,514,10180.6110.99999.491200.99999.999999
43751,3,10020.9999.99999.299319.99999.999999
29706,4,20495.4540.99999.430300.99999.999999
11491,3,10005.4570.99999.432800.99999.999999
33350,526,10180.6110.99999.451211.99999.999999
22774,526,10162.6110.99999.431900.99999.999999
4884,526,10001.6210.P1700.435400.99999.999999
24689,514,10406.9999.99999.141000.99999.999999
30501,517,30446.9999.99999.210006.99999.999999
6714,509,10101.6040.99999.431700.99999.999999
36845,526,20495.4760.99999.451200.99999.999999
36583,514,30490.9999.99999.331250.99999.999999
32846,514,30437.9999.99999.210006.99999.999999
13480,3,10001.7030.99999.432301.99999.999999
959,1,10015.9999.99999.143003.99999.999999
959,508,10014.9999.99999.143003.99999.999999
50928,512,20495.9999.99999.210001.99999.999999
362,510,30490.4490.99999.451225.99999.999999
3306,517,10145.9999.99999.141000.99999.999999
29848,514,30446.6110.99999.431900.99999.999999
68937,526,10226.6110.99999.491200.99999.999999
54500,526,10225.9999.99999.331261.99999.999999
27944,506,30432.9999.99999.210006.99999.999999
61170,514,30491.9999.99999.143011.99999.999999
28046,517,30452.9999.99999.210006.99999.999999
28058,516,30441.9999.99999.210006.99999.999999
59087,509,30490.9999.99999.331250.99999.999999
44329,516,30492.4450.99999.451200.99999.999999
43948,526,20030.6210.G0900.435800.99999.999999
31232,506,30445.6110.99999.432120.99999.999999
3533,3,10259.9999.99999.141000.99999.999999
30437,526,10184.9999.99999.331261.99999.999999
28007,517,30446.9999.99999.210006.99999.999999
5143,526,10258.9999.99999.331261.99999.999999
201579,5,10012.9999.99999.141050.99999.999999
3097,526,10179.6110.99999.440200.99999.999999
6131,3,10138.9999.99999.141000.99999.999999
29573,514,30490.4490.99999.451225.99999.999999
3440,514,10011.4570.99999.432700.99999.999999
20349,514,10410.6110.99999.440300.99999.999999
72,526,10180.9999.99999.141000.99999.999999
33287,508,30450.6110.99999.432200.99999.999999
474590,508,30448.9999.99999.331001.99999.999999
15872,4,10011.9999.99999.143039.99999.999999
30582,506,30446.9999.99999.210006.99999.999999
30336,506,30445.9999.99999.331261.99999.999999
29295,514,30439.9999.99999.210006.99999.999999
1737,514,10011.4570.99999.451200.99999.999999
3533,514,30436.9999.99999.331261.99999.999999
462593,516,30431.6110.99999.490800.99999.999999
61300,3,10152.6110.99999.410300.99999.999999
28071,506,30445.9999.99999.210006.99999.999999
43751,506,30455.6110.99999.484200.99999.999999
4884,526,10001.6210.P1700.435900.99999.999999
11491,5,10012.4570.99999.432800.99999.999999
102,517,10015.9999.99999.143012.99999.999999
29724,516,30431.6110.99999.440300.99999.999999
29168,514,30491.4760.99999.491500.99999.999999
27985,516,30492.4450.99999.432100.99999.999999
474590,517,30443.9999.99999.210006.99999.999999
147,4,10235.9999.99999.141000.99999.999999
68778,4,10011.9999.99999.143039.99999.999999
63528,514,30436.9999.99999.210006.99999.999999
28102,514,30492.4570.99999.451200.99999.999999
33350,526,10171.6110.99999.451213.99999.999999
29148,514,30490.4570.99999.432120.99999.999999
4279,1,10135.6110.99999.451210.99999.999999
5143,526,10139.9999.99999.141000.99999.999999
629,516,10005.9999.99999.331007.99999.999999
27944,508,30440.9999.99999.210006.99999.999999
789585,526,10001.6070.99999.436500.99999.999999
5628,3,10005.9999.99999.141050.99999.999999
1904,3,10153.9999.99999.141000.99999.999999
21861,526,10171.9999.99999.141000.99999.999999
3543,509,10150.6120.41300.483900.99999.999999
5545,526,10005.9999.99999.331250.99999.999999
56670,515,10184.6110.99999.432000.99999.999999
34320,526,10137.6110.99999.491200.99999.999999
6810,526,10262.9999.99999.331250.99999.999999
48450,516,10235.9999.99999.141000.99999.999999
29378,517,30452.9999.99999.210006.99999.999999
20417,517,10180.6110.99999.491200.99999.999999
34320,510,10140.6110.99999.491200.99999.999999
18979,526,10254.9999.99999.141000.99999.999999
60730,516,10011.4570.99999.432700.99999.999999
76578,514,30437.9999.99999.210006.99999.999999
22047,526,10015.4570.99999.440100.99999.999999
5521,514,30491.9999.99999.143008.99999.999999
37548,514,30031.6210.99999.435300.99999.999999
407587,526,10015.9999.99999.143003.99999.999999
28840,506,30432.9999.99999.331261.99999.999999
28022,514,30490.9999.99999.182000.99999.999999
486605,514,30452.9999.99999.210006.99999.999999
2259,2,10014.4520.99999.451200.99999.999999
6810,3,10262.6110.99999.491600.99999.999999
68778,515,10012.9999.99999.143039.99999.999999
72,510,10198.9999.99999.331261.99999.999999
30661,506,30434.6110.99999.451100.99999.999999
845582,514,30490.4490.99999.451251.99999.999999
58914,5,10012.4570.99999.432000.99999.999999
31232,514,30490.4600.99999.432100.99999.999999
68937,514,10244.6110.99999.491200.99999.999999
59087,517,30031.9999.99999.211116.99999.999999
33350,526,10185.6110.99999.451211.99999.999999
3533,514,10406.9999.99999.331261.99999.999999
3533,514,30437.9999.99999.331001.99999.999999
33146,1,10249.9999.99999.141000.99999.999999
3357,516,10001.6210.P1400.435400.99999.999999
6131,3,10224.9999.99999.141000.99999.999999
5931,507,30436.9999.99999.210006.99999.999999
652585,508,30450.9999.99999.210006.99999.999999
4543,526,10005.9999.99999.141018.99999.999999
901581,3,10001.9999.99999.210995.99999.999999
33350,516,10265.6110.99999.451211.99999.999999
3686,514,30447.9999.99999.210006.99999.999999
3357,4,10001.6210.P0900.435800.99999.999999
37166,515,10012.4570.99999.432000.99999.999999
464636,514,30441.9999.99999.331261.99999.999999
43948,3,10001.6540.99999.435200.99999.999999
4262,514,10250.9999.99999.141000.99999.999999
49415,3,10001.6540.99999.435200.99999.999999
10139,3,10198.9999.99999.141000.99999.999999
10139,3,10198.9999.99999.331261.99999.999999
695582,517,30452.6110.99999.490800.99999.999999
47111,508,10227.9999.99999.141000.99999.999999
17360,4,10141.9999.99999.141000.99999.999999
3139,3,10160.9999.99999.141000.99999.999999
20309,508,10014.4570.99999.432700.99999.999999
44690,526,20495.4760.99999.460200.99999.999999
311,3,10410.9999.99999.141000.99999.999999
26821,3,10168.9999.99999.141000.99999.999999
2003,526,10011.9999.99999.143010.99999.999999
5419,508,10014.4570.99999.476400.99999.999999
260588,514,30439.9999.99999.210006.99999.999999
2003,526,10005.4620.99999.430400.99999.999999
33350,515,10177.6110.99999.451303.99999.999999
3533,514,30446.9999.99999.331010.99999.999999
6621,3,10148.6110.99999.440100.99999.999999
3533,514,10232.9999.99999.141000.99999.999999
1003,517,10236.6110.99999.432300.99999.999999
72,517,10410.9999.99999.331261.99999.999999
1003,508,10008.4570.99999.432300.99999.999999
4884,4,10001.6210.P2200.436000.99999.999999
33350,526,10139.6110.99999.451211.99999.999999
26480,526,10001.9999.99999.157001.99999.999999
971,508,10406.9999.99999.141000.99999.999999
32069,517,30452.6120.34802.484200.99999.999999
40200,3,10139.9999.99999.141000.99999.999999
13439,4,10011.4570.99999.451700.99999.999999
4022,514,10242.6110.99999.430500.99999.999999
72,3,10139.9999.99999.141000.99999.999999
30686,507,30436.9999.99999.210006.99999.999999
5244,514,30448.9999.99999.210006.99999.999999
29724,516,30431.6110.99999.491800.99999.999999
675,517,10014.9999.99999.143003.99999.999999
62014,517,10101.6640.99999.432000.99999.999999
68937,4,10129.6110.99999.491200.99999.999999
27930,514,30435.6110.99999.432400.99999.999999
5125,3,10198.9999.99999.141000.99999.999999
1009,5,10172.9999.99999.141000.99999.999999
599583,514,30490.4490.99999.430200.99999.999999
18979,4,10138.9999.99999.141000.99999.999999
28248,510,30435.6110.99999.430500.99999.999999
3940,526,10134.6120.20900.484200.99999.999999
4718,3,10150.6110.99999.432700.99999.999999
102,516,10050.9999.99999.141013.99999.999999
22334,3,10182.9999.99999.141000.99999.999999
291,4,10011.9999.99999.141015.99999.999999
3616,516,10188.6110.99999.440200.99999.999999
1826,516,10228.9999.99999.331261.99999.999999
29018,526,30492.4450.99999.432100.99999.999999
679588,507,30442.6110.99999.490800.99999.999999
60695,3,10154.6110.99999.432000.99999.999999
5141,4,10011.4570.99999.451200.99999.999999
3306,514,30443.9999.99999.210006.99999.999999
3440,526,10005.9999.99999.331250.99999.999999
3533,514,10160.9999.99999.331261.99999.999999
17774,514,30031.6210.99999.435600.99999.999999
1687,509,10410.6110.99999.440100.99999.999999
26821,3,10156.9999.99999.141000.99999.999999
40182,526,10001.6230.P9200.436500.99999.999999
26756,510,10141.6640.99999.432700.99999.999999
62014,514,10101.6080.99999.432000.99999.999999
55730,1,10015.9999.99999.143008.99999.999999
26821,3,10150.9999.99999.141000.99999.999999
4032,3,10138.9999.99999.141000.99999.999999
1101581,4,10232.6110.99999.431900.99999.999999
4297,526,10134.9999.99999.141000.99999.999999
3774,3,10258.9999.99999.141000.99999.999999
11491,516,10011.4570.99999.432100.99999.999999
5627,4,10226.9999.99999.141000.99999.999999
2600,3,10101.6080.99999.432700.99999.999999
3533,514,10123.9999.99999.141000.99999.999999
28840,514,30438.6110.99999.490800.99999.999999
64020,516,10146.9999.99999.141000.99999.999999
33350,516,10176.6110.99999.451304.99999.999999
28323,514,30491.4570.99999.451700.99999.999999
15073,514,10142.6120.50600.484200.99999.999999
506,3,10001.7030.99999.440400.99999.999999
7417,4,10154.6110.99999.491200.99999.999999
43528,526,10015.9999.99999.143019.99999.999999
27353,2,10244.9999.99999.141000.99999.999999
3306,3,10185.9999.99999.141000.99999.999999
3533,514,10131.9999.99999.141000.99999.999999
38769,506,10189.9999.99999.141000.99999.999999
4884,3,10001.6210.P1900.435900.99999.999999
4297,526,10251.9999.99999.141000.99999.999999
24595,4,10235.6120.47000.483900.99999.999999
3543,508,10154.6120.37300.483900.99999.999999
2003,514,30491.4570.99999.451700.99999.999999
28058,514,30491.9999.99999.210006.99999.999999
1826,3,10154.9999.99999.331261.99999.999999
5143,3,10224.9999.99999.141000.99999.999999
5517,508,30445.6110.99999.432200.99999.999999
6371,3,10407.6110.99999.432000.99999.999999
47111,1,10135.9999.99999.141000.99999.999999
3940,3,10001.8350.99999.435300.99999.999999
9867,510,10015.9999.99999.331250.99999.999999
41688,526,10005.4570.99999.432400.99999.999999
2721,526,10011.4570.99999.432700.99999.999999
2829,526,10153.6110.99999.451212.99999.999999
1064,3,10242.6110.99999.451102.99999.999999
42534,518,10143.6110.99999.431900.99999.999999
2024,1,10015.9999.99999.331250.99999.999999
359587,506,30434.9999.99999.210006.99999.999999
15082,4,10129.9999.99999.141000.99999.999999
10321,517,10148.9999.99999.141000.99999.999999
3940,526,10232.6120.80200.484200.99999.999999
1190,5,10182.9999.99999.141000.99999.999999
4192,4,10252.9999.99999.141000.99999.999999
29942,509,30433.9999.99999.210006.99999.999999
2721,4,10154.9999.99999.141000.99999.999999
4223,526,10161.9999.99999.141000.99999.999999
6810,3,10005.9999.99999.331250.99999.999999
3440,517,30492.4450.99999.432100.99999.999999
33350,518,10177.6110.99999.451303.99999.999999
33350,515,10164.6110.99999.451211.99999.999999
67063,526,10001.8210.99999.421300.99999.999999
41688,526,10005.4570.99999.432000.99999.999999
28265,516,30431.6110.99999.484200.99999.999999
5143,3,10186.9999.99999.331261.99999.999999
38769,3,10251.9999.99999.141000.99999.999999
28374,516,30492.4450.99999.451200.99999.999999
27922,514,30450.9999.99999.210006.99999.999999
43948,3,20030.6210.R0200.435900.99999.999999
5771,514,10140.6110.99999.440300.99999.999999
66540,506,30455.6110.99999.490800.99999.999999
891584,3,10264.6110.99999.491200.99999.999999
23372,1,10194.9999.99999.147300.99999.999999
47111,4,10227.9999.99999.141000.99999.999999
30314,3,10406.6110.99999.440100.99999.999999
26821,526,10139.9999.99999.141000.99999.999999
30939,514,30433.9999.99999.331001.99999.999999
15082,4,10146.9999.99999.141000.99999.999999
4850,3,10001.8170.99999.432700.99999.999999
6371,3,10147.6110.99999.432000.99999.999999
29454,506,30430.6150.39540.484200.99999.999999
3686,516,30443.9999.99999.210006.99999.999999
5143,3,10265.9999.99999.141000.99999.999999
26821,3,10148.9999.99999.141000.99999.999999
1685,3,10005.4570.99999.440200.99999.999999
15049,526,10005.4830.99999.430400.99999.999999
28840,514,30448.6110.99999.490850.99999.999999
43977,526,10123.9999.99999.214300.99999.999999
2534,509,10005.9999.99999.143008.99999.999999
1687,514,10410.6110.99999.440100.99999.999999
33350,4,10162.6110.99999.451211.99999.999999
476590,1,10015.9999.99999.143001.99999.999999
339,526,10224.9999.99999.141000.99999.999999
1009,5,10172.9999.99999.331261.99999.999999
56532,514,30439.9999.99999.331250.99999.999999
1003,526,10050.4760.99999.432300.99999.999999
27353,4,10129.9999.99999.141000.99999.999999
33350,3,10154.6110.99999.451303.99999.999999
6371,514,10159.6110.99999.432000.99999.999999
4192,1,10152.9999.99999.141000.99999.999999
3357,3,10001.6210.P1400.435400.99999.999999
5626,4,10011.9999.99999.143019.99999.999999
23627,2,10406.9999.99999.141000.99999.999999
25441,3,10232.9999.99999.331261.99999.999999
386580,526,10005.4760.99999.432000.99999.999999
1826,1,10196.9999.99999.331261.99999.999999
147,3,10146.9999.99999.141000.99999.999999
30336,506,30452.9999.99999.331261.99999.999999
1904,4,10410.9999.99999.331261.99999.999999
3357,526,10123.6120.22800.483900.99999.999999
67797,515,10141.6110.99999.431800.99999.999999
5244,516,30435.9999.99999.331261.99999.999999
15872,508,10011.9999.99999.143008.99999.999999
55512,3,10151.9999.99999.331261.99999.999999
24291,3,10186.9999.99999.141000.99999.999999
3732,3,10232.9999.99999.331261.99999.999999
37363,509,30031.8110.99999.432000.99999.999999
17973,514,30031.6210.99999.436500.99999.999999
9486,509,10410.9999.99999.141000.99999.999999
42019,516,30492.4760.99999.432000.99999.999999
59839,514,30031.9999.99999.211112.99999.999999
24998,514,30490.4490.99999.451200.99999.999999
476598,507,30442.9999.99999.210006.99999.999999
3440,1,10015.4520.99999.432700.99999.999999
3533,514,10161.9999.99999.331261.99999.999999
4336,3,10254.9999.99999.331261.99999.999999
28071,514,30448.9999.99999.210006.99999.999999
1190,3,10137.9999.99999.141000.99999.999999
30939,526,30430.9999.99999.210305.99999.999999
45989,1,10015.4570.99999.432000.99999.999999
8548,526,10410.6110.99999.451302.99999.999999
5357,514,10255.6110.99999.440400.99999.999999
494,526,10011.9999.99999.143004.99999.999999
3117,516,10182.9999.99999.141000.99999.999999
5143,3,10131.9999.99999.331261.99999.999999
52328,526,10007.9999.99999.210303.99999.999999
26821,526,10242.9999.99999.141000.99999.999999
52949,514,10148.9999.99999.331261.99999.999999
17360,516,30452.9999.99999.210006.99999.999999
47111,2,10177.9999.99999.331007.99999.999999
37067,526,10151.6110.99999.431800.99999.999999
15105,517,10131.6110.99999.491100.99999.999999
28840,526,30435.9999.99999.210006.99999.999999
4543,526,10004.9999.99999.143002.99999.999999
3440,514,10012.4570.99999.432700.99999.999999
5893,514,10125.6110.99999.440100.99999.999999
37128,509,30490.4520.99999.451219.99999.999999
1262,506,10255.6110.99999.440200.99999.999999
4297,4,10008.9999.99999.144380.99999.999999
5871,509,10161.9999.99999.141000.99999.999999
3357,4,10134.6120.20900.483900.99999.999999
59050,3,10235.9999.99999.141000.99999.999999
2082,514,10188.9999.99999.141000.99999.999999
5280,4,10011.4570.99999.451700.99999.999999
61257,4,20495.9999.99999.143040.99999.999999
102580,3,10020.9999.99999.228150.99999.999999
9486,4,10226.9999.99999.141000.99999.999999
5283,4,10129.6110.99999.432000.99999.999999
14916,3,10223.6110.99999.410300.99999.999999
